"term","frequency","density","occurrence"
"enjoy",3,4.13907284768212e-05,0.006
"especially",11,0.000151766004415011,0.022
"exactly",36,0.000496688741721854,0.07
"exercise",2,2.75938189845475e-05,0.004
"existing",8,0.00011037527593819,0.016
"explanation",5,6.89845474613687e-05,0.01
"farting",1,1.37969094922737e-05,0.002
"flip",5,6.89845474613687e-05,0.01
"generations",2,2.75938189845475e-05,0.004
"haphazard",1,1.37969094922737e-05,0.002
"happened",20,0.000275938189845475,0.032
"helped",11,0.000151766004415011,0.016
"human",14,0.000193156732891832,0.026
"inhabitants",2,2.75938189845475e-05,0.004
"intent",2,2.75938189845475e-05,0.004
"introduce",4,5.51876379690949e-05,0.008
"jar",2,2.75938189845475e-05,0.004
"keeping",8,0.00011037527593819,0.016
"land",14,0.000193156732891832,0.022
"lands",2,2.75938189845475e-05,0.004
"legal",20,0.000275938189845475,0.026
"literally",3,4.13907284768212e-05,0.006
"living",10,0.000137969094922737,0.014
"loan",5,6.89845474613687e-05,0.006
"long",56,0.000772626931567329,0.092
"manhattanites",1,1.37969094922737e-05,0.002
"manila",2,2.75938189845475e-05,0.002
"mansions",1,1.37969094922737e-05,0.002
"maps",1,1.37969094922737e-05,0.002
"market",31,0.000427704194260486,0.028
"maybe",48,0.000662251655629139,0.066
"meant",4,5.51876379690949e-05,0.008
"meantime",1,1.37969094922737e-05,0.002
"mechanisms",4,5.51876379690949e-05,0.008
"men",63,0.000869205298013245,0.05
"metro",4,5.51876379690949e-05,0.008
"middle",10,0.000137969094922737,0.02
"midst",1,1.37969094922737e-05,0.002
"multiple",15,0.000206953642384106,0.022
"nearby",2,2.75938189845475e-05,0.004
"negligible",1,1.37969094922737e-05,0.002
"npv",1,1.37969094922737e-05,0.002
"obvious",24,0.00033112582781457,0.044
"package",37,0.000510485651214128,0.044
"paisanos",1,1.37969094922737e-05,0.002
"parcels",1,1.37969094922737e-05,0.002
"parties",5,6.89845474613687e-05,0.01
"parts",11,0.000151766004415011,0.02
"patron",1,1.37969094922737e-05,0.002
"peasants",1,1.37969094922737e-05,0.002
"perceived",1,1.37969094922737e-05,0.002
"plant",8,0.00011037527593819,0.012
"poor",14,0.000193156732891832,0.02
"presumably",5,6.89845474613687e-05,0.01
"producers",1,1.37969094922737e-05,0.002
"profitable",2,2.75938189845475e-05,0.004
"property",15,0.000206953642384106,0.014
"putting",16,0.00022075055187638,0.028
"record",15,0.000206953642384106,0.028
"recorded",1,1.37969094922737e-05,0.002
"reference",9,0.000124172185430464,0.018
"reform",5,6.89845474613687e-05,0.006
"remain",7,9.65783664459161e-05,0.014
"roger",3,4.13907284768212e-05,0.006
"rural",2,2.75938189845475e-05,0.004
"scenario",1,1.37969094922737e-05,0.002
"second",46,0.000634657836644592,0.07
"section",20,0.000275938189845475,0.024
"see",117,0.00161423841059603,0.156
"shanties",1,1.37969094922737e-05,0.002
"shantytown",1,1.37969094922737e-05,0.002
"shantytowns",1,1.37969094922737e-05,0.002
"shotgun",2,2.75938189845475e-05,0.004
"sidestep",1,1.37969094922737e-05,0.002
"solution",11,0.000151766004415011,0.02
"somehow",8,0.00011037527593819,0.016
"somewhere",10,0.000137969094922737,0.018
"soto",10,0.000137969094922737,0.008
"sounds",11,0.000151766004415011,0.022
"spanish",5,6.89845474613687e-05,0.01
"squat",1,1.37969094922737e-05,0.002
"squatters",1,1.37969094922737e-05,0.002
"subdivisions",1,1.37969094922737e-05,0.002
"suburban",1,1.37969094922737e-05,0.002
"sufficient",6,8.27814569536424e-05,0.012
"take",100,0.00137969094922737,0.132
"talking",36,0.000496688741721854,0.06
"tend",7,9.65783664459161e-05,0.014
"title",32,0.000441501103752759,0.018
"titles",1,1.37969094922737e-05,0.002
"together",26,0.000358719646799117,0.046
"transferring",2,2.75938189845475e-05,0.004
"trees",1,1.37969094922737e-05,0.002
"trouble",15,0.000206953642384106,0.024
"two",103,0.00142108167770419,0.132
"urban",3,4.13907284768212e-05,0.006
"vacant",1,1.37969094922737e-05,0.002
"view",39,0.000538079470198675,0.036
"weren",2,2.75938189845475e-05,0.004
"whatever",12,0.000165562913907285,0.022
"wielding",1,1.37969094922737e-05,0.002
"years",115,0.00158664459161148,0.124
"card",24,0.00033112582781457,0.028
"disk",18,0.000248344370860927,0.02
"doesn",83,0.00114514348785872,0.13
"downloaded",7,9.65783664459161e-05,0.014
"driver",29,0.000400110375275938,0.038
"efpp",2,2.75938189845475e-05,0.004
"flat",5,6.89845474613687e-05,0.01
"folks",10,0.000137969094922737,0.02
"geforce",3,4.13907284768212e-05,0.006
"grateful",3,4.13907284768212e-05,0.006
"ideas",33,0.000455298013245033,0.05
"installed",32,0.000441501103752759,0.038
"lcd",2,2.75938189845475e-05,0.004
"monitor",14,0.000193156732891832,0.01
"next",53,0.000731236203090508,0.088
"nvidia",8,0.00011037527593819,0.006
"panel",8,0.00011037527593819,0.01
"partitioned",2,2.75938189845475e-05,0.004
"postings",4,5.51876379690949e-05,0.008
"probs",2,2.75938189845475e-05,0.004
"ran",13,0.000179359823399558,0.026
"recommended",5,6.89845474613687e-05,0.01
"rpm",175,0.0024144591611479,0.08
"sax",3,4.13907284768212e-05,0.006
"searched",2,2.75938189845475e-05,0.004
"suse",20,0.000275938189845475,0.012
"thanks",43,0.00059326710816777,0.076
"video",17,0.000234547461368653,0.02
"website",18,0.000248344370860927,0.024
"welcome",14,0.000193156732891832,0.028
"went",13,0.000179359823399558,0.02
"around",56,0.000772626931567329,0.092
"barrera",10,0.000137969094922737,0.016
"carbon",4,5.51876379690949e-05,0.006
"dead",14,0.000193156732891832,0.022
"debeers",1,1.37969094922737e-05,0.002
"decent",7,9.65783664459161e-05,0.014
"diamond",4,5.51876379690949e-05,0.004
"diamonds",2,2.75938189845475e-05,0.004
"enough",53,0.000731236203090508,0.086
"flesh",1,1.37969094922737e-05,0.002
"folds",1,1.37969094922737e-05,0.002
"hovering",1,1.37969094922737e-05,0.002
"joseph",13,0.000179359823399558,0.024
"keep",43,0.00059326710816777,0.06
"liposuction",2,2.75938189845475e-05,0.004
"seeing",11,0.000151766004415011,0.02
"thats",4,5.51876379690949e-05,0.008
"tom",12,0.000165562913907285,0.022
"typical",8,0.00011037527593819,0.016
"wait",8,0.00011037527593819,0.016
"wsmf",2,2.75938189845475e-05,0.004
"ass",4,5.51876379690949e-05,0.008
"certified",2,2.75938189845475e-05,0.004
"excrement",1,1.37969094922737e-05,0.002
"haun",2,2.75938189845475e-05,0.004
"joe",16,0.00022075055187638,0.026
"lifegem",1,1.37969094922737e-05,0.002
"love",32,0.000441501103752759,0.038
"loved",2,2.75938189845475e-05,0.004
"memorial",1,1.37969094922737e-05,0.002
"occasional",4,5.51876379690949e-05,0.008
"shine",2,2.75938189845475e-05,0.004
"unique",1,1.37969094922737e-05,0.002
"wonderful",4,5.51876379690949e-05,0.008
"active",6,8.27814569536424e-05,0.01
"alongside",2,2.75938189845475e-05,0.004
"among",16,0.00022075055187638,0.028
"answers",19,0.000262141280353201,0.038
"anywhere",10,0.000137969094922737,0.018
"arrive",1,1.37969094922737e-05,0.002
"athlone",1,1.37969094922737e-05,0.002
"autoexec",1,1.37969094922737e-05,0.002
"back",82,0.00113134657836645,0.124
"bat",1,1.37969094922737e-05,0.002
"bootable",1,1.37969094922737e-05,0.002
"bootdisk",2,2.75938189845475e-05,0.002
"case",65,0.000896799116997793,0.09
"cdrom",4,5.51876379690949e-05,0.004
"cfdisk",1,1.37969094922737e-05,0.002
"ciaran",8,0.00011037527593819,0.008
"clarify",3,4.13907284768212e-05,0.006
"closed",11,0.000151766004415011,0.02
"config",9,0.000124172185430464,0.008
"contents",17,0.000234547461368653,0.01
"conveniently",1,1.37969094922737e-05,0.002
"copied",2,2.75938189845475e-05,0.004
"copy",16,0.00022075055187638,0.028
"drive",34,0.000469094922737307,0.028
"drivers",12,0.000165562913907285,0.02
"dublin",7,9.65783664459161e-05,0.01
"ended",6,8.27814569536424e-05,0.012
"evening",2,2.75938189845475e-05,0.004
"fancy",7,9.65783664459161e-05,0.014
"figured",5,6.89845474613687e-05,0.01
"flatmate",1,1.37969094922737e-05,0.002
"floppy",16,0.00022075055187638,0.012
"format",21,0.000289735099337748,0.028
"formatting",3,4.13907284768212e-05,0.004
"games",7,9.65783664459161e-05,0.014
"garbled",1,1.37969094922737e-05,0.002
"gear",1,1.37969094922737e-05,0.002
"gig",1,1.37969094922737e-05,0.002
"give",62,0.000855408388520971,0.106
"handy",4,5.51876379690949e-05,0.008
"hdds",1,1.37969094922737e-05,0.002
"hints",3,4.13907284768212e-05,0.006
"infinite",3,4.13907284768212e-05,0.004
"initially",5,6.89845474613687e-05,0.01
"install",39,0.000538079470198675,0.044
"installing",5,6.89845474613687e-05,0.01
"interested",14,0.000193156732891832,0.026
"johnston",5,6.89845474613687e-05,0.008
"loop",2,2.75938189845475e-05,0.004
"made",59,0.00081401766004415,0.07
"mbr",1,1.37969094922737e-05,0.002
"mcopied",1,1.37969094922737e-05,0.002
"metal",3,4.13907284768212e-05,0.006
"mood",1,1.37969094922737e-05,0.002
"msdos",1,1.37969094922737e-05,0.002
"need",86,0.00118653421633554,0.13
"networked",4,5.51876379690949e-05,0.008
"normally",16,0.00022075055187638,0.028
"nowhere",2,2.75938189845475e-05,0.004
"partition",7,9.65783664459161e-05,0.006
"partitions",2,2.75938189845475e-05,0.002
"peats",1,1.37969094922737e-05,0.002
"physically",5,6.89845474613687e-05,0.01
"play",34,0.000469094922737307,0.04
"reading",22,0.000303532008830022,0.04
"recently",20,0.000275938189845475,0.036
"reran",1,1.37969094922737e-05,0.002
"running",30,0.000413907284768212,0.046
"seem",34,0.000469094922737307,0.06
"situation",11,0.000151766004415011,0.02
"slackware",4,5.51876379690949e-05,0.006
"solely",4,5.51876379690949e-05,0.008
"solid",5,6.89845474613687e-05,0.01
"squiggles",1,1.37969094922737e-05,0.002
"sys",5,6.89845474613687e-05,0.004
"things",91,0.00125551876379691,0.126
"threads",11,0.000151766004415011,0.016
"tonight",2,2.75938189845475e-05,0.004
"understand",26,0.000358719646799117,0.05
"urge",2,2.75938189845475e-05,0.004
"wednesday",12,0.000165562913907285,0.024
"win",11,0.000151766004415011,0.02
"windoze",5,6.89845474613687e-05,0.008
"wiped",2,2.75938189845475e-05,0.004
"working",54,0.000745033112582782,0.088
"worse",11,0.000151766004415011,0.022
"writing",21,0.000289735099337748,0.024
"yeah",17,0.000234547461368653,0.032
"zip",4,5.51876379690949e-05,0.006
"zipped",1,1.37969094922737e-05,0.002
"administer",2,2.75938189845475e-05,0.004
"course",39,0.000538079470198675,0.076
"create",8,0.00011037527593819,0.014
"elses",2,2.75938189845475e-05,0.004
"heard",17,0.000234547461368653,0.034
"listbot",1,1.37969094922737e-05,0.002
"manage",3,4.13907284768212e-05,0.006
"ppl",1,1.37969094922737e-05,0.002
"random",5,6.89845474613687e-05,0.01
"subscriptions",1,1.37969094922737e-05,0.002
"webpage",1,1.37969094922737e-05,0.002
"anecdotes",3,4.13907284768212e-05,0.006
"apparent",12,0.000165562913907285,0.024
"arafat",3,4.13907284768212e-05,0.006
"authority",3,4.13907284768212e-05,0.006
"baroness",6,8.27814569536424e-05,0.01
"blair",24,0.00033112582781457,0.016
"brighton",5,6.89845474613687e-05,0.01
"bush",58,0.000800220750551876,0.03
"chirac",5,6.89845474613687e-05,0.01
"confided",4,5.51876379690949e-05,0.008
"considerable",8,0.00011037527593819,0.016
"crosby",4,5.51876379690949e-05,0.008
"dad",4,5.51876379690949e-05,0.008
"decline",17,0.000234547461368653,0.028
"disagree",6,8.27814569536424e-05,0.012
"discussing",8,0.00011037527593819,0.014
"disparaging",3,4.13907284768212e-05,0.006
"dubya",4,5.51876379690949e-05,0.008
"economics",10,0.000137969094922737,0.02
"economy",24,0.00033112582781457,0.024
"entrepreneur",6,8.27814569536424e-05,0.01
"french",56,0.000772626931567329,0.038
"george",22,0.000303532008830022,0.026
"jacques",4,5.51876379690949e-05,0.008
"leader",6,8.27814569536424e-05,0.012
"palestinian",3,4.13907284768212e-05,0.006
"particular",26,0.000358719646799117,0.046
"printfriendly",4,5.51876379690949e-05,0.008
"quote",9,0.000124172185430464,0.012
"recalled",3,4.13907284768212e-05,0.006
"relationship",16,0.00022075055187638,0.028
"special",20,0.000275938189845475,0.036
"started",22,0.000303532008830022,0.036
"story",54,0.000745033112582782,0.072
"strain",3,4.13907284768212e-05,0.006
"telling",11,0.000151766004415011,0.02
"tenure",3,4.13907284768212e-05,0.006
"timesonline",4,5.51876379690949e-05,0.008
"tony",14,0.000193156732891832,0.014
"williams",21,0.000289735099337748,0.016
"word",62,0.000855408388520971,0.066
"yassir",3,4.13907284768212e-05,0.006
"automated",2,2.75938189845475e-05,0.004
"froehlingsdorf",2,2.75938189845475e-05,0.002
"hauns",3,4.13907284768212e-05,0.002
"inc",28,0.000386313465783664,0.04
"infinetivity",3,4.13907284768212e-05,0.002
"manager",5,6.89845474613687e-05,0.01
"monday",30,0.000413907284768212,0.05
"return",14,0.000193156732891832,0.02
"systems",31,0.000427704194260486,0.052
"joking",4,5.51876379690949e-05,0.008
"white",22,0.000303532008830022,0.022
"anytime",1,1.37969094922737e-05,0.002
"attachments",5,6.89845474613687e-05,0.008
"authentication",1,1.37969094922737e-05,0.002
"change",54,0.000745033112582782,0.07
"checking",4,5.51876379690949e-05,0.008
"connection",12,0.000165562913907285,0.014
"developer",8,0.00011037527593819,0.012
"developerworks",2,2.75938189845475e-05,0.002
"education",3,4.13907284768212e-05,0.004
"fsf",2,2.75938189845475e-05,0.004
"ibm",10,0.000137969094922737,0.012
"implementation",11,0.000151766004415011,0.018
"interesting",28,0.000386313465783664,0.054
"mario",2,2.75938189845475e-05,0.004
"module",12,0.000165562913907285,0.01
"needed",20,0.000275938189845475,0.028
"password",4,5.51876379690949e-05,0.008
"philosophy",2,2.75938189845475e-05,0.004
"please",25,0.000344922737306843,0.044
"post",39,0.000538079470198675,0.054
"powerpoint",1,1.37969094922737e-05,0.002
"programmin",1,1.37969094922737e-05,0.002
"registration",2,2.75938189845475e-05,0.004
"replies",2,2.75938189845475e-05,0.004
"sec",14,0.000193156732891832,0.022
"sending",18,0.000248344370860927,0.022
"separate",6,8.27814569536424e-05,0.01
"thing",67,0.00092439293598234,0.09
"torre",1,1.37969094922737e-05,0.002
"tutorials",1,1.37969094922737e-05,0.002
"although",36,0.000496688741721854,0.06
"applied",3,4.13907284768212e-05,0.006
"breath",1,1.37969094922737e-05,0.002
"catch",15,0.000206953642384106,0.026
"charts",2,2.75938189845475e-05,0.004
"closer",3,4.13907284768212e-05,0.004
"dvd",15,0.000206953642384106,0.01
"expect",13,0.000179359823399558,0.026
"fwiw",1,1.37969094922737e-05,0.002
"grin",1,1.37969094922737e-05,0.002
"hat",39,0.000538079470198675,0.038
"hold",18,0.000248344370860927,0.03
"joked",1,1.37969094922737e-05,0.002
"longer",14,0.000193156732891832,0.024
"matthew",1,1.37969094922737e-05,0.002
"music",24,0.00033112582781457,0.024
"mutter",1,1.37969094922737e-05,0.002
"page",32,0.000441501103752759,0.06
"sport",2,2.75938189845475e-05,0.004
"spot",8,0.00011037527593819,0.014
"three",40,0.000551876379690949,0.068
"twomey",1,1.37969094922737e-05,0.002
"abilities",2,2.75938189845475e-05,0.004
"according",19,0.000262141280353201,0.03
"agrees",1,1.37969094922737e-05,0.002
"alastair",2,2.75938189845475e-05,0.004
"always",31,0.000427704194260486,0.056
"anecdote",6,8.27814569536424e-05,0.01
"appreciative",1,1.37969094922737e-05,0.002
"barbara",9,0.000124172185430464,0.012
"barrel",1,1.37969094922737e-05,0.002
"believed",7,9.65783664459161e-05,0.012
"bold",17,0.000234547461368653,0.004
"brightest",2,2.75938189845475e-05,0.004
"britain",13,0.000179359823399558,0.014
"butt",2,2.75938189845475e-05,0.004
"campbell",4,5.51876379690949e-05,0.004
"caricatures",1,1.37969094922737e-05,0.002
"centered",12,0.000165562913907285,0.02
"certainly",20,0.000275938189845475,0.038
"chortling",1,1.37969094922737e-05,0.002
"chronicled",1,1.37969094922737e-05,0.002
"claim",18,0.000248344370860927,0.03
"confirm",6,8.27814569536424e-05,0.012
"confirmation",5,6.89845474613687e-05,0.008
"corn",1,1.37969094922737e-05,0.002
"december",4,5.51876379690949e-05,0.008
"director",14,0.000193156732891832,0.024
"drawn",4,5.51876379690949e-05,0.008
"dumb",3,4.13907284768212e-05,0.006
"ears",3,4.13907284768212e-05,0.004
"election",3,4.13907284768212e-05,0.006
"emerged",6,8.27814569536424e-05,0.01
"executive",25,0.000344922737306843,0.02
"fake",16,0.00022075055187638,0.012
"fall",23,0.000317328918322296,0.032
"fellow",2,2.75938189845475e-05,0.004
"figure",24,0.00033112582781457,0.04
"france",29,0.000400110375275938,0.034
"fried",3,4.13907284768212e-05,0.004
"gain",5,6.89845474613687e-05,0.006
"grove",2,2.75938189845475e-05,0.004
"harley",30,0.000413907284768212,0.04
"hearer",1,1.37969094922737e-05,0.002
"idiot",3,4.13907284768212e-05,0.006
"illustrate",1,1.37969094922737e-05,0.002
"instances",2,2.75938189845475e-05,0.004
"intellectual",9,0.000124172185430464,0.01
"intelligence",9,0.000124172185430464,0.01
"iqs",1,1.37969094922737e-05,0.002
"jibe",1,1.37969094922737e-05,0.002
"joke",8,0.00011037527593819,0.012
"july",7,9.65783664459161e-05,0.008
"known",35,0.000482891832229581,0.05
"lines",36,0.000496688741721854,0.038
"lloyd",3,4.13907284768212e-05,0.006
"memories",2,2.75938189845475e-05,0.004
"mikkelson",1,1.37969094922737e-05,0.002
"minister",5,6.89845474613687e-05,0.008
"nature",8,0.00011037527593819,0.016
"nostradamus",1,1.37969094922737e-05,0.002
"origins",2,2.75938189845475e-05,0.004
"pegged",1,1.37969094922737e-05,0.002
"perceive",1,1.37969094922737e-05,0.002
"pontificated",1,1.37969094922737e-05,0.002
"presidential",2,2.75938189845475e-05,0.002
"prime",5,6.89845474613687e-05,0.008
"proclaimed",3,4.13907284768212e-05,0.006
"quatrain",1,1.37969094922737e-05,0.002
"quotes",7,9.65783664459161e-05,0.012
"ranking",4,5.51876379690949e-05,0.008
"regaled",1,1.37969094922737e-05,0.002
"resulted",9,0.000124172185430464,0.016
"revel",1,1.37969094922737e-05,0.002
"scraped",1,1.37969094922737e-05,0.002
"scuttlebutt",1,1.37969094922737e-05,0.002
"seemingly",3,4.13907284768212e-05,0.006
"shirley",3,4.13907284768212e-05,0.004
"shortcoming",1,1.37969094922737e-05,0.002
"showcase",1,1.37969094922737e-05,0.002
"site",39,0.000538079470198675,0.056
"sleeves",1,1.37969094922737e-05,0.002
"snopes",2,2.75938189845475e-05,0.004
"sort",21,0.000289735099337748,0.036
"source",37,0.000510485651214128,0.05
"speech",16,0.00022075055187638,0.018
"spring",2,2.75938189845475e-05,0.004
"stark",1,1.37969094922737e-05,0.002
"stellar",1,1.37969094922737e-05,0.002
"stevie",1,1.37969094922737e-05,0.002
"stories",7,9.65783664459161e-05,0.01
"straining",1,1.37969094922737e-05,0.002
"strategy",7,9.65783664459161e-05,0.014
"study",13,0.000179359823399558,0.016
"tale",2,2.75938189845475e-05,0.004
"tales",2,2.75938189845475e-05,0.004
"thus",10,0.000137969094922737,0.02
"true",47,0.000648454746136865,0.076
"unable",7,9.65783664459161e-05,0.014
"updated",4,5.51876379690949e-05,0.008
"upon",15,0.000206953642384106,0.028
"village",11,0.000151766004415011,0.012
"waft",1,1.37969094922737e-05,0.002
"washington",15,0.000206953642384106,0.022
"waving",3,4.13907284768212e-05,0.006
"widely",6,8.27814569536424e-05,0.012
"wonder",3,4.13907284768212e-05,0.006
"yarns",1,1.37969094922737e-05,0.002
"yet",52,0.000717439293598234,0.08
"admin",55,0.000758830022075055,0.052
"advice",4,5.51876379690949e-05,0.006
"behalf",28,0.000386313465783664,0.048
"computers",19,0.000262141280353201,0.036
"hehe",1,1.37969094922737e-05,0.002
"loaded",11,0.000151766004415011,0.014
"newbie",2,2.75938189845475e-05,0.004
"opnion",1,1.37969094922737e-05,0.002
"pre",15,0.000206953642384106,0.026
"seeks",7,9.65783664459161e-05,0.014
"sorry",10,0.000137969094922737,0.02
"theres",2,2.75938189845475e-05,0.004
"tho",4,5.51876379690949e-05,0.008
"tryed",1,1.37969094922737e-05,0.002
"antoin",2,2.75938189845475e-05,0.002
"bas",1,1.37969094922737e-05,0.002
"continuum",1,1.37969094922737e-05,0.002
"copper",1,1.37969094922737e-05,0.002
"covered",7,9.65783664459161e-05,0.012
"deal",27,0.000372516556291391,0.028
"distances",1,1.37969094922737e-05,0.002
"dls",1,1.37969094922737e-05,0.002
"dsl",11,0.000151766004415011,0.014
"dynamic",2,2.75938189845475e-05,0.004
"eire",2,2.75938189845475e-05,0.002
"five",11,0.000151766004415011,0.018
"foot",12,0.000165562913907285,0.018
"greater",4,5.51876379690949e-05,0.008
"handle",17,0.000234547461368653,0.034
"hilliard",1,1.37969094922737e-05,0.002
"improve",3,4.13907284768212e-05,0.006
"knowledge",14,0.000193156732891832,0.026
"lachtnain",1,1.37969094922737e-05,0.002
"latency",4,5.51876379690949e-05,0.004
"newtonian",1,1.37969094922737e-05,0.002
"nick",3,4.13907284768212e-05,0.004
"perhaps",30,0.000413907284768212,0.046
"piece",11,0.000151766004415011,0.014
"places",20,0.000275938189845475,0.04
"reliability",3,4.13907284768212e-05,0.004
"rtt",1,1.37969094922737e-05,0.002
"space",14,0.000193156732891832,0.024
"stretching",1,1.37969094922737e-05,0.002
"suffer",2,2.75938189845475e-05,0.004
"syllables",1,1.37969094922737e-05,0.002
"unfiltered",1,1.37969094922737e-05,0.002
"words",25,0.000344922737306843,0.03
"worsening",1,1.37969094922737e-05,0.002
"amusing",4,5.51876379690949e-05,0.008
"aspersions",1,1.37969094922737e-05,0.002
"authoritative",3,4.13907284768212e-05,0.006
"conclusion",9,0.000124172185430464,0.016
"deny",2,2.75938189845475e-05,0.004
"failed",12,0.000165562913907285,0.024
"false",7,9.65783664459161e-05,0.012
"guy",26,0.000358719646799117,0.04
"kasichainula",1,1.37969094922737e-05,0.002
"manoj",1,1.37969094922737e-05,0.002
"official",9,0.000124172185430464,0.016
"sounding",3,4.13907284768212e-05,0.006
"spin",4,5.51876379690949e-05,0.008
"status",11,0.000151766004415011,0.018
"supports",8,0.00011037527593819,0.014
"thick",1,1.37969094922737e-05,0.002
"wot",1,1.37969094922737e-05,0.002
"anonymously",2,2.75938189845475e-05,0.004
"blamed",6,8.27814569536424e-05,0.01
"chat",10,0.000137969094922737,0.02
"clutter",2,2.75938189845475e-05,0.004
"collected",7,9.65783664459161e-05,0.008
"depends",16,0.00022075055187638,0.026
"dissident",3,4.13907284768212e-05,0.006
"friends",17,0.000234547461368653,0.03
"gonze",3,4.13907284768212e-05,0.006
"lucas",8,0.00011037527593819,0.016
"means",21,0.000289735099337748,0.038
"messenger",20,0.000275938189845475,0.018
"msn",24,0.00033112582781457,0.03
"senders",8,0.00011037527593819,0.012
"surfed",2,2.75938189845475e-05,0.004
"tool",7,9.65783664459161e-05,0.014
"accurate",4,5.51876379690949e-05,0.008
"cares",11,0.000151766004415011,0.012
"denying",1,1.37969094922737e-05,0.002
"spinmeisters",1,1.37969094922737e-05,0.002
"boardname",1,1.37969094922737e-05,0.002
"busid",1,1.37969094922737e-05,0.002
"called",36,0.000496688741721854,0.052
"correct",7,9.65783664459161e-05,0.014
"dbe",1,1.37969094922737e-05,0.002
"defaultdepth",1,1.37969094922737e-05,0.002
"depth",8,0.00011037527593819,0.006
"desired",2,2.75938189845475e-05,0.004
"device",25,0.000344922737306843,0.036
"dri",1,1.37969094922737e-05,0.002
"endsection",4,5.51876379690949e-05,0.002
"endsubsection",7,9.65783664459161e-05,0.002
"extmod",1,1.37969094922737e-05,0.002
"fbbpp",2,2.75938189845475e-05,0.002
"glx",1,1.37969094922737e-05,0.002
"higher",9,0.000124172185430464,0.016
"hmmm",10,0.000137969094922737,0.018
"horizsync",1,1.37969094922737e-05,0.002
"identifier",3,4.13907284768212e-05,0.002
"insmod",1,1.37969094922737e-05,0.002
"load",25,0.000344922737306843,0.022
"lsmod",1,1.37969094922737e-05,0.002
"lto",1,1.37969094922737e-05,0.002
"marked",1,1.37969094922737e-05,0.002
"mode",8,0.00011037527593819,0.014
"model",25,0.000344922737306843,0.032
"modeline",2,2.75938189845475e-05,0.002
"modelines",1,1.37969094922737e-05,0.002
"modelname",1,1.37969094922737e-05,0.002
"modes",6,8.27814569536424e-05,0.012
"modules",11,0.000151766004415011,0.012
"nasty",7,9.65783664459161e-05,0.01
"neomagic",3,4.13907284768212e-05,0.002
"nvdriver",2,2.75938189845475e-05,0.002
"open",36,0.000496688741721854,0.058
"option",13,0.000179359823399558,0.02
"path",7,9.65783664459161e-05,0.01
"pci",3,4.13907284768212e-05,0.004
"pex",1,1.37969094922737e-05,0.002
"plus",13,0.000179359823399558,0.022
"reboot",4,5.51876379690949e-05,0.008
"resulutions",1,1.37969094922737e-05,0.002
"safely",2,2.75938189845475e-05,0.004
"singfinicantly",1,1.37969094922737e-05,0.002
"speedo",1,1.37969094922737e-05,0.002
"subsection",8,0.00011037527593819,0.004
"surprise",2,2.75938189845475e-05,0.004
"terminal",3,4.13907284768212e-05,0.006
"uncomment",1,1.37969094922737e-05,0.002
"vendorname",2,2.75938189845475e-05,0.002
"vertrefresh",1,1.37969094922737e-05,0.002
"vim",2,2.75938189845475e-05,0.004
"xfconfig",2,2.75938189845475e-05,0.002
"xie",1,1.37969094922737e-05,0.002
"xtrap",1,1.37969094922737e-05,0.002
"chuck",4,5.51876379690949e-05,0.006
"homer",3,4.13907284768212e-05,0.006
"simpson",2,2.75938189845475e-05,0.004
"son",6,8.27814569536424e-05,0.01
"victory",3,4.13907284768212e-05,0.006
"anecdotal",4,5.51876379690949e-05,0.008
"bromides",1,1.37969094922737e-05,0.002
"checked",9,0.000124172185430464,0.016
"deemed",2,2.75938189845475e-05,0.004
"dippy",1,1.37969094922737e-05,0.002
"doubt",14,0.000193156732891832,0.026
"eructed",1,1.37969094922737e-05,0.002
"erudite",1,1.37969094922737e-05,0.002
"exsqueeze",1,1.37969094922737e-05,0.002
"fight",6,8.27814569536424e-05,0.01
"grok",2,2.75938189845475e-05,0.004
"hear",6,8.27814569536424e-05,0.01
"idols",1,1.37969094922737e-05,0.002
"innumerable",1,1.37969094922737e-05,0.002
"inundating",1,1.37969094922737e-05,0.002
"kill",11,0.000151766004415011,0.022
"laugh",3,4.13907284768212e-05,0.006
"narrow",3,4.13907284768212e-05,0.006
"powers",2,2.75938189845475e-05,0.004
"profundities",1,1.37969094922737e-05,0.002
"promise",6,8.27814569536424e-05,0.01
"simply",19,0.000262141280353201,0.034
"sources",16,0.00022075055187638,0.028
"straight",15,0.000206953642384106,0.024
"trick",3,4.13907284768212e-05,0.006
"triplicate",2,2.75938189845475e-05,0.004
"utterances",1,1.37969094922737e-05,0.002
"whore",1,1.37969094922737e-05,0.002
"anything",50,0.000689845474613687,0.092
"dan",11,0.000151766004415011,0.018
"luck",7,9.65783664459161e-05,0.014
"night",12,0.000165562913907285,0.02
"sunday",12,0.000165562913907285,0.024
"wouldn",16,0.00022075055187638,0.028
"absolute",5,6.89845474613687e-05,0.01
"alcatel",1,1.37969094922737e-05,0.002
"bridge",3,4.13907284768212e-05,0.006
"configured",5,6.89845474613687e-05,0.01
"embedded",10,0.000137969094922737,0.01
"eth",1,1.37969094922737e-05,0.002
"ethernet",7,9.65783664459161e-05,0.008
"forget",4,5.51876379690949e-05,0.008
"function",13,0.000179359823399558,0.026
"interfaces",2,2.75938189845475e-05,0.004
"kind",27,0.000372516556291391,0.042
"looks",26,0.000358719646799117,0.05
"manual",7,9.65783664459161e-05,0.008
"minimum",1,1.37969094922737e-05,0.002
