"term","frequency","density","occurrence"
"abf",3,1.32315970537644e-05,0.006
"achieve",7,3.08737264587836e-05,0.01
"attend",6,2.64631941075288e-05,0.004
"auction",20,8.82106470250959e-05,0.006
"babilon",1,4.4105323512548e-06,0.002
"batomic",4,1.76421294050192e-05,0.002
"brooks",1,4.4105323512548e-06,0.002
"brought",8,3.52842588100384e-05,0.014
"choiceone",4,1.76421294050192e-05,0.002
"clear",22,9.70317117276055e-05,0.006
"craig",20,8.82106470250959e-05,0.004
"dalyjanis",1,4.4105323512548e-06,0.002
"ddfc",1,4.4105323512548e-06,0.002
"developed",1,4.4105323512548e-06,0.002
"drr",1,4.4105323512548e-06,0.002
"ebay",30,0.000132315970537644,0.018
"eee",8,3.52842588100384e-05,0.008
"esquare",1,4.4105323512548e-06,0.002
"families",5,2.2052661756274e-05,0.008
"ffwag",1,4.4105323512548e-06,0.002
"fnlonline",2,8.82106470250959e-06,0.002
"gcivz",1,4.4105323512548e-06,0.002
"girlgoku",1,4.4105323512548e-06,0.002
"goals",3,1.32315970537644e-05,0.004
"guru",1,4.4105323512548e-06,0.002
"gurus",4,1.76421294050192e-05,0.008
"guy",2,8.82106470250959e-06,0.004
"handy",1,4.4105323512548e-06,0.002
"homes",18,7.93895823225863e-05,0.018
"intense",1,4.4105323512548e-06,0.002
"jumpy",1,4.4105323512548e-06,0.002
"meyer",5,2.2052661756274e-05,0.002
"monday",1,4.4105323512548e-06,0.002
"multip",1,4.4105323512548e-06,0.002
"ong",1,4.4105323512548e-06,0.002
"ourse",1,4.4105323512548e-06,0.002
"plumbing",1,4.4105323512548e-06,0.002
"pst",14,6.17474529175672e-05,0.006
"realize",6,2.64631941075288e-05,0.012
"respondents",1,4.4105323512548e-06,0.002
"reveal",1,4.4105323512548e-06,0.002
"revenue",8,3.52842588100384e-05,0.01
"roc",3,1.32315970537644e-05,0.002
"rvpqqxr",1,4.4105323512548e-06,0.002
"scanner",1,4.4105323512548e-06,0.002
"secrets",32,0.000141137035240153,0.026
"secs",1,4.4105323512548e-06,0.002
"seed",23,0.00010144224407886,0.014
"sessio",1,4.4105323512548e-06,0.002
"soiniemisilja",1,4.4105323512548e-06,0.002
"spr",1,4.4105323512548e-06,0.002
"str",1,4.4105323512548e-06,0.002
"taught",3,1.32315970537644e-05,0.006
"teaching",1,4.4105323512548e-06,0.002
"thi",1,4.4105323512548e-06,0.002
"throughout",1,4.4105323512548e-06,0.002
"toolkit",4,1.76421294050192e-05,0.002
"tpts",6,2.64631941075288e-05,0.008
"training",27,0.000119084373483879,0.03
"uvscan",1,4.4105323512548e-06,0.002
"voyager",1,4.4105323512548e-06,0.002
"wealth",16,7.05685176200767e-05,0.016
"abd",1,4.4105323512548e-06,0.002
"arne",2,8.82106470250959e-06,0.004
"arnoldr",2,8.82106470250959e-06,0.004
"basto",2,8.82106470250959e-06,0.004
"cxbiz",2,8.82106470250959e-06,0.002
"eaf",4,1.76421294050192e-05,0.008
"efiance",2,8.82106470250959e-06,0.004
"eficevcy",2,8.82106470250959e-06,0.004
"efiinfo",2,8.82106470250959e-06,0.004
"efile",1,4.4105323512548e-06,0.002
"efilm",1,4.4105323512548e-06,0.002
"ferdinand",3,1.32315970537644e-05,0.002
"ghez",1,4.4105323512548e-06,0.002
"haizhong",1,4.4105323512548e-06,0.002
"joem",1,4.4105323512548e-06,0.002
"keaveney",2,8.82106470250959e-06,0.004
"sintef",2,8.82106470250959e-06,0.004
"tredal",2,8.82106470250959e-06,0.004
"tujc",2,8.82106470250959e-06,0.004
"choate",4,1.76421294050192e-05,0.004
"conducted",5,2.2052661756274e-05,0.008
"consideration",2,8.82106470250959e-06,0.004
"dvr",2,8.82106470250959e-06,0.004
"electronics",3,1.32315970537644e-05,0.006
"ethical",2,8.82106470250959e-06,0.004
"evalue",7,3.08737264587836e-05,0.004
"fileserver",9,3.96947911612932e-05,0.006
"fileservergnzmfif",1,4.4105323512548e-06,0.002
"gkaz",1,4.4105323512548e-06,0.002
"incentives",2,8.82106470250959e-06,0.004
"inviting",2,8.82106470250959e-06,0.004
"jenniferc",3,1.32315970537644e-05,0.002
"manufacturers",4,1.76421294050192e-05,0.008
"nextresearch",14,6.17474529175672e-05,0.004
"offerings",3,1.32315970537644e-05,0.006
"prizes",2,8.82106470250959e-06,0.004
"programmers",4,1.76421294050192e-05,0.008
"recorders",2,8.82106470250959e-06,0.004
"september",8,3.52842588100384e-05,0.014
"softhome",3,1.32315970537644e-05,0.002
"strictest",4,1.76421294050192e-05,0.008
"willingness",5,2.2052661756274e-05,0.01
"acjthjkvekaemyqfrgpcvwvlxg",1,4.4105323512548e-06,0.002
"bfa",5,2.2052661756274e-05,0.004
"bfefbd",1,4.4105323512548e-06,0.002
"deposits",7,3.08737264587836e-05,0.008
"fbaca",1,4.4105323512548e-06,0.002
"gnjz",1,4.4105323512548e-06,0.002
"pmg",15,6.61579852688219e-05,0.002
"pmgsecurities",1,4.4105323512548e-06,0.002
"rhock",1,4.4105323512548e-06,0.002
"surrender",13,5.73369205663124e-05,0.014
"totalling",2,8.82106470250959e-06,0.002
"bafbe",1,4.4105323512548e-06,0.002
"bebd",2,8.82106470250959e-06,0.004
"benjamin",1,4.4105323512548e-06,0.002
"boyce",1,4.4105323512548e-06,0.002
"forty",15,6.61579852688219e-05,0.018
"gvz",1,4.4105323512548e-06,0.002
"ihehmqs",3,1.32315970537644e-05,0.002
"lows",1,4.4105323512548e-06,0.002
"abacha",5,2.2052661756274e-05,0.008
"abroad",3,1.32315970537644e-05,0.004
"acjtzh",1,4.4105323512548e-06,0.002
"advent",2,8.82106470250959e-06,0.002
"advicer",4,1.76421294050192e-05,0.002
"aim",2,8.82106470250959e-06,0.002
"allocated",2,8.82106470250959e-06,0.002
"ammunitions",2,8.82106470250959e-06,0.002
"arabia",6,2.64631941075288e-05,0.006
"armailla",3,1.32315970537644e-05,0.002
"arms",5,2.2052661756274e-05,0.008
"arrest",8,3.52842588100384e-05,0.012
"arwebla",1,4.4105323512548e-06,0.002
"barristerbassey",3,1.32315970537644e-05,0.002
"bassey",8,3.52842588100384e-05,0.002
"bcffc",1,4.4105323512548e-06,0.002
"certificate",5,2.2052661756274e-05,0.008
"confines",2,8.82106470250959e-06,0.002
"confisticated",2,8.82106470250959e-06,0.002
"deceided",2,8.82106470250959e-06,0.002
"eccf",1,4.4105323512548e-06,0.002
"estates",4,1.76421294050192e-05,0.006
"existence",2,8.82106470250959e-06,0.002
"facc",4,1.76421294050192e-05,0.002
"facilitate",2,8.82106470250959e-06,0.002
"gen",5,2.2052661756274e-05,0.008
"gwarzo",4,1.76421294050192e-05,0.002
"gwbz",1,4.4105323512548e-06,0.002
"incarceration",2,8.82106470250959e-06,0.002
"intimate",3,1.32315970537644e-05,0.004
"leadership",2,8.82106470250959e-06,0.002
"mailworld",6,2.64631941075288e-05,0.004
"military",9,3.96947911612932e-05,0.01
"obasanjo",2,8.82106470250959e-06,0.002
"obliged",2,8.82106470250959e-06,0.002
"olusegun",2,8.82106470250959e-06,0.002
"outfit",4,1.76421294050192e-05,0.002
"persecution",2,8.82106470250959e-06,0.002
"portfolio",11,4.85158558638028e-05,0.012
"presently",10,4.4105323512548e-05,0.014
"proposition",3,1.32315970537644e-05,0.004
"regime",5,2.2052661756274e-05,0.004
"restricted",3,1.32315970537644e-05,0.004
"rockliffe",1,4.4105323512548e-06,0.002
"rtd",3,1.32315970537644e-05,0.004
"rudiments",2,8.82106470250959e-06,0.002
"sani",5,2.2052661756274e-05,0.008
"sensitive",8,3.52842588100384e-05,0.004
"smtpra",1,4.4105323512548e-06,0.002
"tenure",2,8.82106470250959e-06,0.002
"topic",1,4.4105323512548e-06,0.002
"ubopqthswpfdosfflra",1,4.4105323512548e-06,0.002
"vaults",5,2.2052661756274e-05,0.008
"village",2,8.82106470250959e-06,0.002
"votes",2,8.82106470250959e-06,0.002
"willbass",1,4.4105323512548e-06,0.002
"americanexpress",1,4.4105323512548e-06,0.002
"ave",4,1.76421294050192e-05,0.006
"complain",3,1.32315970537644e-05,0.006
"connection",3,1.32315970537644e-05,0.006
"dav",1,4.4105323512548e-06,0.002
"default",20,8.82106470250959e-05,0.012
"dsc",1,4.4105323512548e-06,0.002
"east",8,3.52842588100384e-05,0.01
"ecp",4,1.76421294050192e-05,0.002
"empire",3,1.32315970537644e-05,0.002
"gqlz",2,8.82106470250959e-06,0.002
"hotpop",1,4.4105323512548e-06,0.002
"illegal",4,1.76421294050192e-05,0.008
"inventory",3,1.32315970537644e-05,0.006
"martin",7,3.08737264587836e-05,0.006
"match",1,4.4105323512548e-06,0.002
"mint",1,4.4105323512548e-06,0.002
"mixware",4,1.76421294050192e-05,0.002
"moneyorder",1,4.4105323512548e-06,0.002
"neat",1,4.4105323512548e-06,0.002
"pilot",7,3.08737264587836e-05,0.004
"processing",12,5.29263882150576e-05,0.022
"rasserver",1,4.4105323512548e-06,0.002
"selling",13,5.73369205663124e-05,0.024
"sgsxqh",1,4.4105323512548e-06,0.002
"shut",1,4.4105323512548e-06,0.002
"sleeping",1,4.4105323512548e-06,0.002
"snack",1,4.4105323512548e-06,0.002
"spare",1,4.4105323512548e-06,0.002
"springfield",1,4.4105323512548e-06,0.002
"ties",1,4.4105323512548e-06,0.002
"underwear",1,4.4105323512548e-06,0.002
"xbody",2,8.82106470250959e-06,0.004
"absolute",8,3.52842588100384e-05,0.01
"accrued",2,8.82106470250959e-06,0.004
"allowed",3,1.32315970537644e-05,0.006
"anderson",7,3.08737264587836e-05,0.008
"apologise",7,3.08737264587836e-05,0.014
"arrive",2,8.82106470250959e-06,0.004
"bfcfc",1,4.4105323512548e-06,0.002
"cbn",2,8.82106470250959e-06,0.004
"chase",5,2.2052661756274e-05,0.008
"communicate",2,8.82106470250959e-06,0.004
"conviction",2,8.82106470250959e-06,0.004
"delegated",2,8.82106470250959e-06,0.004
"delta",2,8.82106470250959e-06,0.004
"disadvantages",2,8.82106470250959e-06,0.004
"discrete",2,8.82106470250959e-06,0.004
"effected",2,8.82106470250959e-06,0.004
"eseimoku",5,2.2052661756274e-05,0.004
"faithfully",7,3.08737264587836e-05,0.014
"fgn",2,8.82106470250959e-06,0.004
"firstly",2,8.82106470250959e-06,0.004
"founding",2,8.82106470250959e-06,0.004
"fourteen",2,8.82106470250959e-06,0.004
"gakiz",2,8.82106470250959e-06,0.002
"handled",3,1.32315970537644e-05,0.006
"land",13,5.73369205663124e-05,0.016
"mchineries",2,8.82106470250959e-06,0.004
"named",2,8.82106470250959e-06,0.004
"nddc",8,3.52842588100384e-05,0.004
"negotiate",3,1.32315970537644e-05,0.006
"niger",5,2.2052661756274e-05,0.008
"nine",2,8.82106470250959e-06,0.004
"oter",1,4.4105323512548e-06,0.002
"overseas",3,1.32315970537644e-05,0.006
"partnership",15,6.61579852688219e-05,0.02
"pdp",2,8.82106470250959e-06,0.004
"peoples",3,1.32315970537644e-05,0.006
"power",19,8.38001146738411e-05,0.022
"ruling",2,8.82106470250959e-06,0.004
"runs",2,8.82106470250959e-06,0.004
"secondly",3,1.32315970537644e-05,0.006
"seeking",5,2.2052661756274e-05,0.008
"siphon",2,8.82106470250959e-06,0.004
"solicit",4,1.76421294050192e-05,0.008
"suitable",3,1.32315970537644e-05,0.006
"supervising",2,8.82106470250959e-06,0.004
"thosand",2,8.82106470250959e-06,0.004
"transferring",3,1.32315970537644e-05,0.006
"transparency",2,8.82106470250959e-06,0.004
"treat",8,3.52842588100384e-05,0.014
"verifictaion",1,4.4105323512548e-06,0.002
"virtue",4,1.76421294050192e-05,0.008
"adobe",2,8.82106470250959e-06,0.004
"amazon",9,3.96947911612932e-05,0.008
"assuryawnlmzybdagfyqkzshjjbrkypkncmluzymcmtqhh",2,8.82106470250959e-06,0.004
"bafi",2,8.82106470250959e-06,0.004
"bemg",2,8.82106470250959e-06,0.004
"biwgbjesigbwjlciwgajwdqogihzhcibrzxkgpsbuzxcgqxjyyxkomti",2,8.82106470250959e-06,0.004
"bmcuznjvbunoyxjdbrlkhkmmhhgrikruryawnlmzybdagfyqkzsgo",2,8.82106470250959e-06,0.004
"bmdywdlpsjkyxzhcnyaxbijncjwhlsncgkznvuyrpbgchjvyvz",2,8.82106470250959e-06,0.004
"cds",16,7.05685176200767e-05,0.014
"certainly",2,8.82106470250959e-06,0.004
"chris",2,8.82106470250959e-06,0.004
"ciszwndggicsraiknciagihsnciagicbmbigkgkmdsgatxhcltqxss",2,8.82106470250959e-06,0.004
"civls",2,8.82106470250959e-06,0.004
"cknvzguokho",2,8.82106470250959e-06,0.004
"cnjhesgpdqphclswxtuzxcgqxjyyxkootiynzixntczlcxmdendimzi",2,8.82106470250959e-06,0.004
"colorful",2,8.82106470250959e-06,0.004
"copies",3,1.32315970537644e-05,0.006
"customized",5,2.2052661756274e-05,0.01
"cvtltwedlfmzcouidqogicagicagfqkdqogicagicbtdhjpkztdhjp",2,8.82106470250959e-06,0.004
"cyhhcikncibdqogihzhcibtdhjppscndqonciagdmfyihksihosihnbswg",2,8.82106470250959e-06,0.004
"dqocnyaxbigxh",2,8.82106470250959e-06,0.004
"dqolnjcmlwddncgkpcibrpgkpcodgspgk",2,8.82106470250959e-06,0.004
"dqoncjxozwfkpgkpgldgegsfruucfuvvjvjirxhwaxjlcyig",2,8.82106470250959e-06,0.004
"encrypted",2,8.82106470250959e-06,0.004
"finall",2,8.82106470250959e-06,0.004
"gavz",1,4.4105323512548e-06,0.002
"gratitude",2,8.82106470250959e-06,0.004
"icagfqkicagigrvyvtzwlndyaxrlkfncmkpdqogicaguryatnjwk",2,8.82106470250959e-06,0.004
"icagfqkicbdqoncmzbmnawuihnyxjkckgewkdmfyigfypwldybb",2,8.82106470250959e-06,0.004
"icagicagbjumqkicagicagethcltqxvtpxqkicagicagejhcltqxvsr",2,8.82106470250959e-06,0.004
"introduction",4,1.76421294050192e-05,0.008
"ipxhgy",1,4.4105323512548e-06,0.002
"jkxa",1,4.4105323512548e-06,0.002
"jwrjjopd",1,4.4105323512548e-06,0.002
"klddqogicagicbaglszshuls",2,8.82106470250959e-06,0.004
"kncmluzymcmtqhhcknvzguokhk",2,8.82106470250959e-06,0.004
"ksyweezgksttdhjpbmcuznjvbunoyxjdbrlkchpjynckmmhhgriknciag",2,8.82106470250959e-06,0.004
"lcntentkmzasltiwotcwmzmmcwtmtmndanjmsltiwmjymdkxndms",2,8.82106470250959e-06,0.004
"lcnzuodexmzysmtuotcnziwocwtnzawmzkwmtewlcxmdinjaxmzg",2,8.82106470250959e-06,0.004
"lcotqndcwnzgsltemzkndgodasltqzodimdqxmswnzmxnjqnzes",2,8.82106470250959e-06,0.004
"lcxotmotcyodqlcmdmotmodeslteoduwntkxmzgsmtgxmtumjc",2,8.82106470250959e-06,0.004
"lcyntcmjuodqsltewotaxmtimtmsltemtqotmxmjksmzaotewmtg",2,8.82106470250959e-06,0.004
"ldcnjantmwocwndiodiwodgsmtcnzenjqoswtmtunziodimcwx",2,8.82106470250959e-06,0.004
"ldewnzinjyxodasmjaymtknzexniwmzcnjumdcslteotuodaodgs",2,8.82106470250959e-06,0.004
"ldeznzkmdaxmzgsltemzcmzyodysltcmdmmzincwymdkwotmmju",2,8.82106470250959e-06,0.004
"ldknzymdmnywxmziznziotqlcymdamzuxndeldmxnzawmdczocw",2,8.82106470250959e-06,0.004
"ldkzndmxnzklcxnzyotawndilcyodmynteymdasltiwmzexmtqnjqs",2,8.82106470250959e-06,0.004
"ldunzgnduocwtmtgznjawntcwnywtnzeymdqmjkylcndexmdinzys",2,8.82106470250959e-06,0.004
"ldynzmotayoswtmtamzywnjamiwmtqwotmymdysltemdcmdqncwt",2,8.82106470250959e-06,0.004
"lstlstlstlstlstlstlstlsncnwgicagicagdqoglstlstlst",2,8.82106470250959e-06,0.004
"lstlstlstlstlstlstlstlstlstlqkls",2,8.82106470250959e-06,0.004
"ltcodiwntmxmywxodkmdeotglcxnjumjyotclcxmdgwntyxmzm",2,8.82106470250959e-06,0.004
"ltentqmtkodesmjexnzyznjcylcxntaxotuxndmxldemzyyndqzndms",2,8.82106470250959e-06,0.004
"ltenzgnzuymtmsltemtimtemtasltqotkymtioswtnzkxmtgzotax",2,8.82106470250959e-06,0.004
"ltewotindcnjcslteyotmynjemiwtmtiwnziznjgxmywtndymdgxndk",2,8.82106470250959e-06,0.004
"ltiwmzmnzkynjgsndgxodkznzgwldenzymtuntaslteyntazmzkmiwx",2,8.82106470250959e-06,0.004
"ltoejwnckravwzbdxnorcvtxihpjkstrzxlbmvnciagicagicag",2,8.82106470250959e-06,0.004
"mcknciagicagicbdqogicagicagihot",2,8.82106470250959e-06,0.004
"mcwtmtmndyxotmxldemjuyndynzcslteyodkznzywmzmsltgmtiynjk",2,8.82106470250959e-06,0.004
"mdamjqlcxmzqnzenzesmtgmzkzodimswtnzcxnjmotmylczodew",2,8.82106470250959e-06,0.004
"mdanzmxlcxnzundcmzalcmtkxotqotmsltcmtqotkynswtmtaz",2,8.82106470250959e-06,0.004
"mdcxotysmjyyntmmtqldemjmmtunjasmtiwotgodcncwtmzmyodqy",2,8.82106470250959e-06,0.004
"mdmwniwmtgotentesltenzkndyzndgsmtynjamzyldemtumty",2,8.82106470250959e-06,0.004
"mdusltiodanjaxncwmzgwnjknzesltendimdgzmtismtymtgotg",2,8.82106470250959e-06,0.004
"mdymdemcwnteyntqndmsmtemtqzmzancwtmtknzqzmzywnywodm",2,8.82106470250959e-06,0.004
"miwxnduxmzamjismtgmzqwndglcnzgnziotesodyxndknjaldix",2,8.82106470250959e-06,0.004
"mjantczntqlcxodqynjawnjuwldemtqodewmzesmtumdkwmtywnsw",2,8.82106470250959e-06,0.004
"mjcnzqlduwmtumtmmcwnzyxmzexmjesltenjuxntkwnjqsltqmjax",2,8.82106470250959e-06,0.004
"mjqwnjilcmjkwnjgmdusmtiynzqmtgxmcwxotaodyndusltmyntgz",2,8.82106470250959e-06,0.004
"mjunzindasmtawotknjumiwtmtymtkyndmmywzntgxmjuotgsntqy",2,8.82106470250959e-06,0.004
"mtaxlduzmtimdizmywtmtgmjgyodgwlcndqodqxlcxmjuzotmmzy",2,8.82106470250959e-06,0.004
"mtexnjintayncwtmzyzntcmtcsmjaotcmjcoswmjindimjesltq",2,8.82106470250959e-06,0.004
"mtkotqznziwocwxnzgxnzgxnzmwlcxmjaodemtklcxmtewmtqody",2,8.82106470250959e-06,0.004
"mtqmtmsmtmmzczmzcmykncgkchjvyvzcyhhcikncnncnnyxjkckn",2,8.82106470250959e-06,0.004
"mtundqmywtnjenzmxnjyxldexndiznzmxodgsmtqynzeodqxncwtnjc",2,8.82106470250959e-06,0.004
"mtuocwtmzamtiodkxlcxntymdiodylcymdiymzcotqldczndu",2,8.82106470250959e-06,0.004
"mtypjjbrkyp",2,8.82106470250959e-06,0.004
"mtysmtknjiwndcwncwodqzotyxodasmtgwotynduncwtmzumdknde",2,8.82106470250959e-06,0.004
"mtyynjixldkmdcxndyxmswzotimtyymtesltemjazodqxodksntcnte",2,8.82106470250959e-06,0.004
"mzewndymjgldcxmtaznzuzmcwtmjmwodaotildeznzmoduznzksmtez",2,8.82106470250959e-06,0.004
"mzglcmjkxmjeotqsmtkmjiotcymywmtunzyzmjqsltenjmwotyz",2,8.82106470250959e-06,0.004
"mzgodelcxodentymdilcxotmxmjynzklcxodiwotcotkylcx",2,8.82106470250959e-06,0.004
"mzumzynywtmjewnjamzgzmywndeynjqmjesmtywodixnjqniwtodmy",2,8.82106470250959e-06,0.004
"mzuyotywmiwxmjazotyndcyldimjgxmtyymcwxnjgmtqnzuzldenti",2,8.82106470250959e-06,0.004
"ndawotgznjklcxmtcotmynjcldmynjgnzqwoswtmtandumdawlcx",2,8.82106470250959e-06,0.004
"ndcyncwxntgwmdandylcnzawndezncwtnzuwndemzysltkmzcxmtm",2,8.82106470250959e-06,0.004
"ndimteldeznduodqmjksmzezmzundysltkwodewmzawoswtmjmmda",2,8.82106470250959e-06,0.004
"ndmncwtmtenzanjgwniwtmjazndeyotiymswxmjanjuzmzilcxnde",2,8.82106470250959e-06,0.004
"newest",7,3.08737264587836e-05,0.008
"niwtmtymtmnzyyldkoduodcoswyodawmzcmzcsntyodmotkldmw",2,8.82106470250959e-06,0.004
"njamtysltiwnjkotkndusltemzqznjmmjysltewnzqntqmtaslte",2,8.82106470250959e-06,0.004
"njaotundismtkmzkxotcmswmdknjinzismteymdumjcmiwtmtmw",2,8.82106470250959e-06,0.004
"njqmzaocwnjcyotgotusltcxmzuxndyzmywtmtamjumjqniwtndi",2,8.82106470250959e-06,0.004
"njyldgznzqwndywniwxodamzmmtesltixndimjmzmywxnduymduwnjy",2,8.82106470250959e-06,0.004
"nosend",9,3.96947911612932e-05,0.006
"ntesltiymjuwnzkxocwtnjemjyymdeldenzuyntaodgsltemzmnde",2,8.82106470250959e-06,0.004
"ntgsltyzotqnzgmswtndeyndymjgldeyoduwmjaoswymdeoduxmdcs",2,8.82106470250959e-06,0.004
"ntqnzksltendimdgzmtismtymtgotgnywtmjamzywmjaoswxmtuz",2,8.82106470250959e-06,0.004
"ntuncwtmtcnzcodyxnswtodyzmzimtylcxmtendkxnjclcndc",2,8.82106470250959e-06,0.004
"nywxodcmziotmsltixmtqwnjgxmcwxotkmjcmtglcymdyndmmjqx",2,8.82106470250959e-06,0.004
"nzezntcmduzlcmzqyotiotqsmtaznzcnjulcxmjcwotyotmldu",2,8.82106470250959e-06,0.004
"nzqndcnswmzamdgmdksmtanduxmtyymiwxnzeynjcntewlcxmdux",2,8.82106470250959e-06,0.004
"ockmmhhgrikruryawnlmzybdagfyqkzsgoet",2,8.82106470250959e-06,0.004
"odcnjiwmdcsmtgmdqmzewnywxnzeznzkymdyldymjknjqylcmtix",2,8.82106470250959e-06,0.004
"odemtcoswtmjenzgmzglduynjmnjanywxmzmynzqwnjgldenjk",2,8.82106470250959e-06,0.004
"odkodgsltgndeodiniwnjawotiotksltcwodimdczncwxmtqymtkw",2,8.82106470250959e-06,0.004
"odqzodmsltezmdqxnjcxnjksmzamdanjglcxntqzodumtcsltemjc",2,8.82106470250959e-06,0.004
"otanzmsmtkmtgyotiynywtmtgmjaxmdynswxntcwmtamtawlcodqw",2,8.82106470250959e-06,0.004
"oteylcxntexmjyotklcmdywmtanjqsmtemtynzamywntiymtcw",2,8.82106470250959e-06,0.004
"otimzyznjksltenjqmdyzodesmjqwotqzotazlcyntuzoduodkslte",2,8.82106470250959e-06,0.004
"otmsmtintasmtmxmdusntapdqonciagbjeoakicbmbigkgomdsgajxh",2,8.82106470250959e-06,0.004
"otuynjcodcsltqxodyxnjaxmswtmtmzndkzmzamswxmjymdemzesmta",2,8.82106470250959e-06,0.004
"photoshop",2,8.82106470250959e-06,0.004
"pic",10,4.4105323512548e-05,0.01
"pje",2,8.82106470250959e-06,0.004
"pjgpjjbrkypkncmluzymcmtqhhcknvzguokho",2,8.82106470250959e-06,0.004
"pjiksyweezgkqkicagicagury",2,8.82106470250959e-06,0.004
"pjupktlevszxqkicagicagicb",2,8.82106470250959e-06,0.004
"popular",15,6.61579852688219e-05,0.028
"promised",5,2.2052661756274e-05,0.01
"pshpdwkstrzxlbmleestzdwekhk",2,8.82106470250959e-06,0.004
"qleemhzq",1,4.4105323512548e-06,0.002
"qovevovdisfrntgnyexbijncgkpcetlqkictlstlstlstlst",2,8.82106470250959e-06,0.004
"query",4,1.76421294050192e-05,0.006
"releases",4,1.76421294050192e-05,0.006
"relib",2,8.82106470250959e-06,0.004
"sandell",2,8.82106470250959e-06,0.004
"steal",5,2.2052661756274e-05,0.01
"stuff",8,3.52842588100384e-05,0.01
"tzzzzzzz",4,1.76421294050192e-05,0.004
"useful",4,1.76421294050192e-05,0.008
"warez",4,1.76421294050192e-05,0.004
"warezcds",10,4.4105323512548e-05,0.004
"zwndggtmtsgkytpkqkicagicbdqogicagicbzdwndantyxnjkoak",2,8.82106470250959e-06,0.004
"australia",15,6.61579852688219e-05,0.018
"avail",2,8.82106470250959e-06,0.004
"ban",2,8.82106470250959e-06,0.004
"belongings",6,2.64631941075288e-05,0.012
"bulawa",4,1.76421294050192e-05,0.002
"bulmulete",1,4.4105323512548e-06,0.002
"burn",14,6.17474529175672e-05,0.014
"caring",2,8.82106470250959e-06,0.004
"casahans",2,8.82106470250959e-06,0.004
"cheerful",1,4.4105323512548e-06,0.002
"close",10,4.4105323512548e-05,0.016
"committing",2,8.82106470250959e-06,0.004
"concluded",11,4.85158558638028e-05,0.016
"confirming",2,8.82106470250959e-06,0.004
"conversation",2,8.82106470250959e-06,0.004
"custody",3,1.32315970537644e-05,0.006
"election",4,1.76421294050192e-05,0.008
"endanger",2,8.82106470250959e-06,0.004
"enemies",3,1.32315970537644e-05,0.006
"farmer",2,8.82106470250959e-06,0.004
"farmers",19,8.38001146738411e-05,0.01
"farms",8,3.52842588100384e-05,0.01
"fate",2,8.82106470250959e-06,0.004
"frame",2,8.82106470250959e-06,0.004
"golfemail",1,4.4105323512548e-06,0.002
"handed",2,8.82106470250959e-06,0.004
"incase",2,8.82106470250959e-06,0.004
"incident",2,8.82106470250959e-06,0.004
"indeed",5,2.2052661756274e-05,0.006
"infact",3,1.32315970537644e-05,0.006
"invade",2,8.82106470250959e-06,0.004
"leaving",2,8.82106470250959e-06,0.004
"mbeki",2,8.82106470250959e-06,0.004
"minister",6,2.64631941075288e-05,0.008
"mugabe",8,3.52842588100384e-05,0.01
"mulete",8,3.52842588100384e-05,0.004
"node",10,4.4105323512548e-05,0.012
"opposition",6,2.64631941075288e-05,0.008
"owned",5,2.2052661756274e-05,0.008
"reality",3,1.32315970537644e-05,0.006
"resolved",5,2.2052661756274e-05,0.01
"steve",3,1.32315970537644e-05,0.006
"taxation",2,8.82106470250959e-06,0.004
"ugly",3,1.32315970537644e-05,0.006
"unthinkable",2,8.82106470250959e-06,0.004
"zimbabwe",22,9.70317117276055e-05,0.014
"gez",1,4.4105323512548e-06,0.002
"joshua",3,1.32315970537644e-05,0.002
"lfhlxhu",1,4.4105323512548e-06,0.002
"marketplace",6,2.64631941075288e-05,0.012
"orc",2,8.82106470250959e-06,0.002
"abcda",1,4.4105323512548e-06,0.002
"adbb",1,4.4105323512548e-06,0.002
"afd",2,8.82106470250959e-06,0.004
"dturner",2,8.82106470250959e-06,0.002
"dvnhzrld",1,4.4105323512548e-06,0.002
"ggiz",1,4.4105323512548e-06,0.002
"hzrl",1,4.4105323512548e-06,0.002
"nmdrfy",1,4.4105323512548e-06,0.002
"qia",1,4.4105323512548e-06,0.002
"vnhz",1,4.4105323512548e-06,0.002
"vpiaumew",1,4.4105323512548e-06,0.002
"zrld",1,4.4105323512548e-06,0.002
"acclaimed",2,8.82106470250959e-06,0.002
"acjuujtqkehnztoahjizckfzg",1,4.4105323512548e-06,0.002
"adcfd",1,4.4105323512548e-06,0.002
"ani",2,8.82106470250959e-06,0.004
"bedee",4,1.76421294050192e-05,0.002
"bot",12,5.29263882150576e-05,0.01
"cba",1,4.4105323512548e-06,0.002
"cpapartners",1,4.4105323512548e-06,0.002
"fulltimeagents",1,4.4105323512548e-06,0.002
"generalagents",1,4.4105323512548e-06,0.002
"gnrfz",1,4.4105323512548e-06,0.002
"independentagents",1,4.4105323512548e-06,0.002
"intiatives",2,8.82106470250959e-06,0.002
"managers",6,2.64631941075288e-05,0.01
"mid",7,3.08737264587836e-05,0.006
"nationally",3,1.32315970537644e-05,0.004
"nlv",18,7.93895823225863e-05,0.004
"opps",12,5.29263882150576e-05,0.002
"premier",6,2.64631941075288e-05,0.004
"producers",8,3.52842588100384e-05,0.004
"recruit",1,4.4105323512548e-06,0.002
"salesmanagers",1,4.4105323512548e-06,0.002
"african",10,4.4105323512548e-05,0.012
